t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,586,306,capture,yellow,left,43,1
1,586,307,capture,yellow,left,43,1
2,611,272,capture,yellow,left,43,1
3,612,272,capture,yellow,left,43,1
4,612,270,capture,yellow,left,43,1
5,607,269,capture,yellow,left,43,1
6,605,276,capture,yellow,left,43,1
7,614,273,capture,yellow,left,43,1
8,613,273,capture,yellow,left,43,1
9,624,288,capture,yellow,left,43,1
10,625,279,capture,yellow,left,43,1
11,615,277,capture,yellow,left,43,1
12,616,277,capture,yellow,left,43,1
13,617,276,capture,yellow,left,43,1
14,617,277,capture,yellow,left,43,1
15,618,277,capture,yellow,left,43,1
16,614,276,capture,yellow,left,43,1
17,615,275,capture,yellow,left,43,1
18,613,271,capture,yellow,left,43,1
19,613,277,capture,yellow,left,43,1
20,613,279,capture,yellow,left,43,1
21,613,279,capture,yellow,left,43,1
22,614,274,capture,yellow,left,43,1
23,614,280,capture,yellow,left,43,1
24,613,280,capture,yellow,left,43,1
25,614,276,capture,yellow,left,43,1
26,613,279,capture,yellow,left,43,1
27,612,280,capture,yellow,left,43,1
28,612,281,capture,yellow,left,43,1
29,608,277,capture,yellow,left,43,1
30,605,277,capture,yellow,left,43,1
31,606,277,capture,yellow,left,43,1
32,604,278,capture,yellow,left,43,1
33,610,278,capture,yellow,left,43,1
34,601,273,capture,yellow,left,43,1
35,609,277,capture,yellow,left,43,1
36,600,274,capture,yellow,left,43,1
37,599,273,capture,yellow,left,43,1
38,599,273,capture,yellow,left,43,1
39,605,275,capture,yellow,left,43,1
40,608,275,capture,yellow,left,43,1
41,607,275,capture,yellow,left,43,1
42,608,275,capture,yellow,left,43,1
43,605,276,capture,yellow,left,43,1
44,608,276,capture,yellow,left,43,1
45,609,276,capture,yellow,left,43,1
46,611,276,capture,yellow,left,43,1
47,614,276,capture,yellow,left,43,1
48,612,276,capture,yellow,left,43,1
49,616,276,capture,yellow,left,43,1
50,612,277,capture,yellow,left,43,1
51,615,276,capture,yellow,left,43,1
52,615,275,capture,yellow,left,43,1
53,616,276,capture,yellow,left,43,1
54,617,283,capture,yellow,left,43,1
55,618,280,capture,yellow,left,43,1
56,619,280,capture,yellow,left,43,1
57,621,281,capture,yellow,left,43,1
58,622,284,capture,yellow,left,43,1
59,623,285,capture,yellow,left,43,1
60,622,283,capture,yellow,left,43,1
61,623,283,capture,yellow,left,43,1
62,633,280,capture,yellow,left,43,1
63,620,278,capture,yellow,left,43,1
64,618,270,capture,yellow,left,43,1
65,623,275,capture,yellow,left,43,1
66,644,274,capture,yellow,left,43,1
67,621,273,capture,yellow,left,43,1
68,622,274,capture,yellow,left,43,1
69,622,274,capture,yellow,left,43,1
70,622,275,capture,yellow,left,43,1
71,621,275,capture,yellow,left,43,1
72,621,274,capture,yellow,left,43,1
73,622,273,capture,yellow,left,43,1
74,623,274,capture,yellow,left,43,1
75,629,265,capture,yellow,left,43,1
76,632,265,capture,yellow,left,43,1
77,631,271,capture,yellow,left,43,1
78,630,265,capture,yellow,left,43,1
79,628,265,capture,yellow,left,43,1
80,628,264,capture,yellow,left,43,1
81,628,265,capture,yellow,left,43,1
82,629,265,capture,yellow,left,43,1
83,629,266,capture,yellow,left,43,1
84,629,266,capture,yellow,left,43,1
85,629,265,capture,yellow,left,43,1
86,627,272,capture,yellow,left,43,1
87,628,265,capture,yellow,left,43,1
88,631,275,capture,yellow,left,43,1
89,632,278,capture,yellow,left,43,1
90,632,279,capture,yellow,left,43,1
91,630,280,capture,yellow,left,43,1
92,629,282,capture,yellow,left,43,1
93,626,281,capture,yellow,left,43,1
94,620,282,capture,yellow,left,43,1
95,622,279,capture,yellow,left,43,1
