t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,631,375,capture,yellow,left,45,1
1,650,365,capture,yellow,left,45,1
2,702,360,capture,yellow,left,45,1
3,712,361,capture,yellow,left,45,1
4,713,363,capture,yellow,left,45,1
5,715,363,capture,yellow,left,45,1
6,715,363,capture,yellow,left,45,1
7,717,364,capture,yellow,left,45,1
8,717,364,capture,yellow,left,45,1
9,726,370,capture,yellow,left,45,1
10,727,373,capture,yellow,left,45,1
11,725,374,capture,yellow,left,45,1
12,732,375,capture,yellow,left,45,1
13,737,374,capture,yellow,left,45,1
14,737,374,capture,yellow,left,45,1
15,749,383,capture,yellow,left,45,1
16,749,382,capture,yellow,left,45,1
17,753,386,capture,yellow,left,45,1
18,758,388,capture,yellow,left,45,1
19,749,381,capture,yellow,left,45,1
20,749,381,capture,yellow,left,45,1
21,751,384,capture,yellow,left,45,1
22,754,385,capture,yellow,left,45,1
23,758,395,capture,yellow,left,45,1
24,759,392,capture,yellow,left,45,1
25,757,391,capture,yellow,left,45,1
26,758,391,capture,yellow,left,45,1
27,762,394,capture,yellow,left,45,1
28,759,394,capture,yellow,left,45,1
29,758,390,capture,yellow,left,45,1
30,755,387,capture,yellow,left,45,1
31,751,383,capture,yellow,left,45,1
32,759,363,capture,yellow,left,45,1
33,763,363,capture,yellow,left,45,1
34,763,362,capture,yellow,left,45,1
35,762,362,capture,yellow,left,45,1
36,762,362,capture,yellow,left,45,1
37,762,362,capture,yellow,left,45,1
38,762,362,capture,yellow,left,45,1
39,762,362,capture,yellow,left,45,1
40,760,384,capture,yellow,left,45,1
41,761,384,capture,yellow,left,45,1
42,762,388,capture,yellow,left,45,1
43,761,390,capture,yellow,left,45,1
44,762,393,capture,yellow,left,45,1
45,759,394,capture,yellow,left,45,1
46,767,379,capture,yellow,left,45,1
47,760,395,capture,yellow,left,45,1
48,760,395,capture,yellow,left,45,1
49,759,394,capture,yellow,left,45,1
50,773,381,capture,yellow,left,45,1
51,766,398,capture,yellow,left,45,1
52,766,398,capture,yellow,left,45,1
53,761,395,capture,yellow,left,45,1
54,762,395,capture,yellow,left,45,1
55,762,395,capture,yellow,left,45,1
56,764,393,capture,yellow,left,45,1
57,764,394,capture,yellow,left,45,1
58,765,393,capture,yellow,left,45,1
59,765,390,capture,yellow,left,45,1
60,765,390,capture,yellow,left,45,1
61,765,390,capture,yellow,left,45,1
62,765,390,capture,yellow,left,45,1
63,776,380,capture,yellow,left,45,1
64,780,384,capture,yellow,left,45,1
65,778,406,gate,yellow,left,45,1
66,781,406,gate,yellow,left,45,1
67,783,408,gate,yellow,left,45,1
68,784,408,gate,yellow,left,45,1
69,784,390,capture,yellow,left,45,1
70,777,405,point outside of all zones,yellow,left,45,1
71,779,404,point outside of all zones,yellow,left,45,1
72,783,404,gate,yellow,left,45,1
73,784,406,gate,yellow,left,45,1
74,785,407,gate,yellow,left,45,1
75,789,409,gate,yellow,left,45,1
76,801,415,gate,yellow,left,45,1
77,801,415,gate,yellow,left,45,1
78,801,415,gate,yellow,left,45,1
79,801,415,gate,yellow,left,45,1
80,801,416,gate,yellow,left,45,1
81,807,420,gate,yellow,left,45,1
82,810,423,gate,yellow,left,45,1
83,813,426,gate,yellow,left,45,1
84,817,425,gate,yellow,left,45,1
85,816,427,gate,yellow,left,45,1
86,817,426,gate,yellow,left,45,1
87,819,428,gate,yellow,left,45,1
88,820,426,gate,yellow,left,45,1
89,819,425,gate,yellow,left,45,1
90,820,423,gate,yellow,left,45,1
91,818,423,gate,yellow,left,45,1
92,818,427,gate,yellow,left,45,1
93,818,432,gate,yellow,left,45,1
94,813,427,gate,yellow,left,45,1
95,809,425,gate,yellow,left,45,1
96,807,424,gate,yellow,left,45,1
97,806,425,gate,yellow,left,45,1
98,807,424,gate,yellow,left,45,1
99,803,422,gate,yellow,left,45,1
100,806,422,gate,yellow,left,45,1
101,804,423,gate,yellow,left,45,1
102,800,420,gate,yellow,left,45,1
103,809,407,gate,yellow,left,45,1
104,816,407,gate,yellow,left,45,1
105,803,422,gate,yellow,left,45,1
106,806,424,gate,yellow,left,45,1
107,808,423,gate,yellow,left,45,1
108,820,407,gate,yellow,left,45,1
109,814,422,gate,yellow,left,45,1
110,817,421,gate,yellow,left,45,1
111,817,420,gate,yellow,left,45,1
112,816,420,gate,yellow,left,45,1
113,825,405,gate,yellow,left,45,1
114,815,420,gate,yellow,left,45,1
115,823,404,gate,yellow,left,45,1
116,810,417,gate,yellow,left,45,1
117,822,402,gate,yellow,left,45,1
118,819,402,gate,yellow,left,45,1
119,809,397,gate,yellow,left,45,1
120,801,397,gate,yellow,left,45,1
121,808,401,gate,yellow,left,45,1
122,808,402,gate,yellow,left,45,1
123,803,412,gate,yellow,left,45,1
124,804,413,gate,yellow,left,45,1
125,805,415,gate,yellow,left,45,1
126,805,417,gate,yellow,left,45,1
127,814,406,gate,yellow,left,45,1
128,815,406,gate,yellow,left,45,1
129,813,408,gate,yellow,left,45,1
130,821,406,gate,yellow,left,45,1
131,820,407,gate,yellow,left,45,1
132,820,405,gate,yellow,left,45,1
133,821,406,gate,yellow,left,45,1
134,820,407,gate,yellow,left,45,1
135,828,383,gate,yellow,left,45,1
136,812,427,gate,yellow,left,45,1
137,821,409,gate,yellow,left,45,1
138,818,429,gate,yellow,left,45,1
139,828,414,gate,yellow,left,45,1
140,839,435,gate,yellow,left,45,1
141,840,419,gate,yellow,left,45,1
142,843,424,gate,yellow,left,45,1
143,851,431,gate,yellow,left,45,1
144,852,434,gate,yellow,left,45,1
145,858,436,gate,yellow,left,45,1
146,864,451,gate,yellow,left,45,1
147,861,451,gate,yellow,left,45,1
148,858,452,gate,yellow,left,45,1
149,851,451,gate,yellow,left,45,1
150,864,441,gate,yellow,left,45,1
151,868,442,gate_test,yellow,left,45,1
152,866,443,gate,yellow,left,45,1
153,866,437,gate_test,yellow,left,45,1
154,856,449,gate,yellow,left,45,1
155,865,429,gate_test,yellow,left,45,1
156,866,430,gate_test,yellow,left,45,1
157,853,444,gate,yellow,left,45,1
158,860,429,gate,yellow,left,45,1
159,852,426,gate,yellow,left,45,1
160,851,428,gate,yellow,left,45,1
161,839,421,gate,yellow,left,45,1
162,829,428,gate,yellow,left,45,1
163,828,430,gate,yellow,left,45,1
164,828,430,gate,yellow,left,45,1
165,825,433,gate,yellow,left,45,1
166,829,436,gate,yellow,left,45,1
167,833,438,gate,yellow,left,45,1
168,839,427,gate,yellow,left,45,1
169,844,423,gate,yellow,left,45,1
170,839,423,gate,yellow,left,45,1
171,841,419,gate,yellow,left,45,1
172,837,416,gate,yellow,left,45,1
173,858,403,gate_test,yellow,left,45,1
174,840,414,gate,yellow,left,45,1
175,841,412,gate,yellow,left,45,1
176,823,426,gate,yellow,left,45,1
177,823,426,gate,yellow,left,45,1
178,823,426,gate,yellow,left,45,1
179,845,421,gate,yellow,left,45,1
180,845,419,gate,yellow,left,45,1
181,845,419,gate,yellow,left,45,1
182,835,408,gate,yellow,left,45,1
183,822,403,gate,yellow,left,45,1
184,819,406,gate,yellow,left,45,1
185,818,404,gate,yellow,left,45,1
186,818,411,gate,yellow,left,45,1
187,835,410,gate,yellow,left,45,1
188,811,401,gate,yellow,left,45,1
189,815,411,gate,yellow,left,45,1
190,812,401,gate,yellow,left,45,1
191,808,403,gate,yellow,left,45,1
