t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,809,311,capture,blue,right,78,8
1,819,352,capture,blue,right,78,8
2,845,408,gate,blue,right,78,8
3,837,396,gate,blue,right,78,8
4,842,404,gate,blue,right,78,8
5,842,398,gate,blue,right,78,8
6,839,405,gate,blue,right,78,8
7,834,393,gate,blue,right,78,8
8,843,398,gate,blue,right,78,8
9,841,399,gate,blue,right,78,8
10,841,404,gate,blue,right,78,8
11,844,399,gate,blue,right,78,8
12,844,392,gate,blue,right,78,8
13,855,403,gate,blue,right,78,8
14,857,402,gate_test,blue,right,78,8
15,870,411,gate_test,blue,right,78,8
16,878,412,gate_test,blue,right,78,8
17,889,411,gate_test,blue,right,78,8
18,882,405,gate_test,blue,right,78,8
19,902,406,gate_test,blue,right,78,8
20,920,416,gate_test,blue,right,78,8
21,922,411,gate_test,blue,right,78,8
22,936,409,gate_test,blue,right,78,8
23,941,410,gate_test,blue,right,78,8
24,950,409,gate_test,blue,right,78,8
25,958,406,gate_test,blue,right,78,8
26,960,403,gate_test,blue,right,78,8
27,961,402,gate_test,blue,right,78,8
28,962,403,gate_test,blue,right,78,8
29,953,403,gate_test,blue,right,78,8
30,964,403,gate_test,blue,right,78,8
31,955,403,gate_test,blue,right,78,8
32,943,403,gate_test,blue,right,78,8
33,956,404,gate_test,blue,right,78,8
34,958,403,gate_test,blue,right,78,8
35,959,403,gate_test,blue,right,78,8
36,959,402,gate_test,blue,right,78,8
37,962,403,gate_test,blue,right,78,8
38,963,403,gate_test,blue,right,78,8
39,969,401,gate_test,blue,right,78,8
40,976,400,test,blue,right,78,8
41,981,403,test,blue,right,78,8
42,983,403,test,blue,right,78,8
43,977,405,test,blue,right,78,8
44,989,405,test,blue,right,78,8
45,994,405,test,blue,right,78,8
46,990,405,test,blue,right,78,8
47,1007,404,test,blue,right,78,8
48,1001,403,test,blue,right,78,8
49,1010,405,test,blue,right,78,8
50,1025,404,test,blue,right,78,8
51,1034,403,test,blue,right,78,8
52,1036,406,test,blue,right,78,8
53,1049,400,test,blue,right,78,8
54,1071,399,test,blue,right,78,8
55,1085,398,test,blue,right,78,8
56,1091,398,test,blue,right,78,8
57,1087,398,test,blue,right,78,8
58,1093,400,test,blue,right,78,8
59,1110,390,test,blue,right,78,8
60,1102,389,test,blue,right,78,8
61,1104,388,test,blue,right,78,8
62,1120,389,test,blue,right,78,8
63,1110,390,test,blue,right,78,8
64,1128,391,test,blue,right,78,8
65,1123,393,test,blue,right,78,8
66,1135,389,test,blue,right,78,8
67,1138,390,test,blue,right,78,8
68,1134,396,test,blue,right,78,8
69,1142,396,test,blue,right,78,8
70,1137,393,test,blue,right,78,8
71,1142,396,test,blue,right,78,8
72,1157,393,test,blue,right,78,8
73,1166,392,test,blue,right,78,8
74,1164,389,test,blue,right,78,8
75,1177,390,test,blue,right,78,8
76,1187,387,test,blue,right,78,8
77,1194,384,test,blue,right,78,8
78,1210,377,test,blue,right,78,8
79,1197,369,test,blue,right,78,8
80,1203,362,test,blue,right,78,8
81,1208,358,test,blue,right,78,8
82,1212,348,test,blue,right,78,8
83,1218,341,test,blue,right,78,8
84,1227,332,branch_right,blue,right,78,8
85,1231,327,branch_right,blue,right,78,8
86,1241,327,branch_right,blue,right,78,8
87,1236,317,branch_right,blue,right,78,8
88,1237,308,branch_right,blue,right,78,8
89,1240,304,branch_right,blue,right,78,8
90,1244,292,branch_right,blue,right,78,8
91,1248,288,branch_right,blue,right,78,8
92,1252,290,branch_right,blue,right,78,8
93,1259,292,branch_right,blue,right,78,8
94,1284,293,branch_right,blue,right,78,8
95,1267,291,branch_right,blue,right,78,8
96,1264,299,branch_right,blue,right,78,8
97,1259,305,branch_right,blue,right,78,8
98,1250,311,branch_right,blue,right,78,8
99,1238,310,branch_right,blue,right,78,8
100,1244,320,branch_right,blue,right,78,8
101,1236,334,branch_right,blue,right,78,8
102,1236,344,branch_right,blue,right,78,8
103,1235,360,test,blue,right,78,8
104,1228,382,test,blue,right,78,8
105,1227,402,test,blue,right,78,8
106,1224,412,test,blue,right,78,8
107,1239,446,test,blue,right,78,8
108,1254,451,test,blue,right,78,8
109,1261,472,branch_left,blue,right,78,8
110,1278,487,branch_left,blue,right,78,8
111,1287,505,branch_left,blue,right,78,8
112,1282,518,branch_left,blue,right,78,8
113,1277,550,branch_left,blue,right,78,8
114,1277,569,branch_left,blue,right,78,8
115,1290,579,branch_left,blue,right,78,8
116,1305,596,branch_left,blue,right,78,8
117,1325,629,branch_left,blue,right,78,8
118,1335,638,branch_left,blue,right,78,8
119,1367,664,fountain_left,blue,right,78,8
120,1377,682,fountain_left,blue,right,78,8
121,1381,687,fountain_left,blue,right,78,8
122,1376,691,fountain_left,blue,right,78,8
123,1365,677,fountain_left,blue,right,78,8
124,1363,668,fountain_left,blue,right,78,8
125,1352,672,fountain_left,blue,right,78,8
