t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,781,303,capture,blue,left,8,1
1,777,319,capture,blue,left,8,1
2,796,348,capture,blue,left,8,1
3,795,347,capture,blue,left,8,1
4,800,350,capture,blue,left,8,1
5,800,354,capture,blue,left,8,1
6,797,352,capture,blue,left,8,1
7,812,364,capture,blue,left,8,1
8,820,365,capture,blue,left,8,1
9,830,369,capture,blue,left,8,1
10,829,376,capture,blue,left,8,1
11,833,385,gate,blue,left,8,1
12,846,390,gate,blue,left,8,1
13,866,385,gate_test,blue,left,8,1
14,877,401,gate_test,blue,left,8,1
15,884,405,gate_test,blue,left,8,1
16,887,408,gate_test,blue,left,8,1
17,895,410,gate_test,blue,left,8,1
18,900,412,gate_test,blue,left,8,1
19,907,409,gate_test,blue,left,8,1
20,914,411,gate_test,blue,left,8,1
21,922,413,gate_test,blue,left,8,1
22,937,415,gate_test,blue,left,8,1
23,945,418,gate_test,blue,left,8,1
24,948,420,gate_test,blue,left,8,1
25,951,416,gate_test,blue,left,8,1
26,957,419,gate_test,blue,left,8,1
27,964,421,gate_test,blue,left,8,1
28,968,424,gate_test,blue,left,8,1
29,972,422,gate_test,blue,left,8,1
30,980,417,test,blue,left,8,1
31,990,418,test,blue,left,8,1
32,1003,412,test,blue,left,8,1
33,1018,417,test,blue,left,8,1
34,1031,420,test,blue,left,8,1
35,1044,417,test,blue,left,8,1
36,1051,415,test,blue,left,8,1
37,1062,407,test,blue,left,8,1
38,1078,414,test,blue,left,8,1
39,1089,415,test,blue,left,8,1
40,1096,417,test,blue,left,8,1
41,1105,414,test,blue,left,8,1
42,1119,406,test,blue,left,8,1
43,1123,405,test,blue,left,8,1
44,1130,413,test,blue,left,8,1
45,1139,412,test,blue,left,8,1
46,1147,405,test,blue,left,8,1
47,1138,405,test,blue,left,8,1
48,1139,407,test,blue,left,8,1
49,1143,403,test,blue,left,8,1
50,1152,399,test,blue,left,8,1
51,1162,393,test,blue,left,8,1
52,1179,380,test,blue,left,8,1
53,1183,369,test,blue,left,8,1
54,1181,363,test,blue,left,8,1
55,1182,368,test,blue,left,8,1
56,1191,356,test,blue,left,8,1
57,1192,348,test,blue,left,8,1
58,1209,339,test,blue,left,8,1
59,1219,335,branch_right,blue,left,8,1
60,1230,319,branch_right,blue,left,8,1
61,1224,315,branch_right,blue,left,8,1
62,1239,298,branch_right,blue,left,8,1
63,1235,288,branch_right,blue,left,8,1
64,1238,272,branch_right,blue,left,8,1
65,1241,264,branch_right,blue,left,8,1
66,1240,252,branch_right,blue,left,8,1
67,1245,237,branch_right,blue,left,8,1
68,1254,225,branch_right,blue,left,8,1
69,1261,222,branch_right,blue,left,8,1
70,1258,208,branch_right,blue,left,8,1
71,1258,205,branch_right,blue,left,8,1
72,1269,199,branch_right,blue,left,8,1
73,1272,197,branch_right,blue,left,8,1
74,1284,181,branch_right,blue,left,8,1
75,1291,175,branch_right,blue,left,8,1
76,1300,170,branch_right,blue,left,8,1
77,1302,162,branch_right,blue,left,8,1
78,1308,155,branch_right,blue,left,8,1
79,1310,155,branch_right,blue,left,8,1
80,1319,152,fountain_right,blue,left,8,1
81,1315,154,fountain_right,blue,left,8,1
82,1321,148,fountain_right,blue,left,8,1
83,1320,146,fountain_right,blue,left,8,1
84,1320,143,fountain_right,blue,left,8,1
85,1321,139,fountain_right,blue,left,8,1
86,1322,139,fountain_right,blue,left,8,1
87,1318,141,fountain_right,blue,left,8,1
88,1318,139,fountain_right,blue,left,8,1
89,1324,131,fountain_right,blue,left,8,1
90,1326,130,fountain_right,blue,left,8,1
91,1319,136,fountain_right,blue,left,8,1
92,1329,130,fountain_right,blue,left,8,1
93,1326,133,fountain_right,blue,left,8,1
94,1322,137,fountain_right,blue,left,8,1
95,1319,133,fountain_right,blue,left,8,1
96,1316,134,fountain_right,blue,left,8,1
97,1314,133,fountain_right,blue,left,8,1
98,1315,126,fountain_right,blue,left,8,1
99,1315,120,fountain_right,blue,left,8,1
100,1324,114,fountain_right,blue,left,8,1
101,1330,111,fountain_right,blue,left,8,1
102,1330,105,fountain_right,blue,left,8,1
103,1326,99,fountain_right,blue,left,8,1
104,1325,86,fountain_right,blue,left,8,1
105,1309,77,fountain_right,blue,left,8,1
106,1307,70,fountain_right,blue,left,8,1
107,1308,66,fountain_right,blue,left,8,1
108,1313,79,fountain_right,blue,left,8,1
109,1318,83,fountain_right,blue,left,8,1
110,1326,86,fountain_right,blue,left,8,1
111,1344,91,fountain_right,blue,left,8,1
112,1357,91,fountain_right,blue,left,8,1
113,1359,96,fountain_right,blue,left,8,1
114,1348,99,fountain_right,blue,left,8,1
115,1342,93,fountain_right,blue,left,8,1
116,1342,85,fountain_right,blue,left,8,1
117,1340,83,fountain_right,blue,left,8,1
118,1342,85,fountain_right,blue,left,8,1
119,1336,92,fountain_right,blue,left,8,1
120,1328,85,fountain_right,blue,left,8,1
121,1326,85,fountain_right,blue,left,8,1
122,1313,87,fountain_right,blue,left,8,1
123,1312,66,fountain_right,blue,left,8,1
124,1311,60,fountain_right,blue,left,8,1
125,1311,74,fountain_right,blue,left,8,1
126,1317,74,fountain_right,blue,left,8,1
127,1320,76,fountain_right,blue,left,8,1
128,1319,88,fountain_right,blue,left,8,1
