t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,807,306,capture,blue,left,42,3
1,812,325,capture,blue,left,42,3
2,808,363,capture,blue,left,42,3
3,822,371,capture,blue,left,42,3
4,823,373,capture,blue,left,42,3
5,824,379,capture,blue,left,42,3
6,823,378,capture,blue,left,42,3
7,825,372,capture,blue,left,42,3
8,823,377,capture,blue,left,42,3
9,824,377,capture,blue,left,42,3
10,827,371,capture,blue,left,42,3
11,830,371,capture,blue,left,42,3
12,832,371,capture,blue,left,42,3
13,832,370,capture,blue,left,42,3
14,833,369,capture,blue,left,42,3
15,835,370,capture,blue,left,42,3
16,837,369,capture,blue,left,42,3
17,839,370,capture,blue,left,42,3
18,840,370,capture,blue,left,42,3
19,841,370,capture,blue,left,42,3
20,841,370,capture,blue,left,42,3
21,838,367,capture,blue,left,42,3
22,838,367,capture,blue,left,42,3
23,841,369,capture,blue,left,42,3
24,847,368,capture,blue,left,42,3
25,858,375,gate_test,blue,left,42,3
26,862,379,gate_test,blue,left,42,3
27,866,381,gate_test,blue,left,42,3
28,863,388,gate_test,blue,left,42,3
29,858,391,gate_test,blue,left,42,3
30,875,406,gate_test,blue,left,42,3
31,892,405,gate_test,blue,left,42,3
32,879,401,gate_test,blue,left,42,3
33,889,406,gate_test,blue,left,42,3
34,908,401,gate_test,blue,left,42,3
35,906,406,gate_test,blue,left,42,3
36,919,406,gate_test,blue,left,42,3
37,934,411,gate_test,blue,left,42,3
38,949,407,gate_test,blue,left,42,3
39,964,400,gate_test,blue,left,42,3
40,964,400,gate_test,blue,left,42,3
41,968,398,gate_test,blue,left,42,3
42,984,398,test,blue,left,42,3
43,979,399,test,blue,left,42,3
44,1000,400,test,blue,left,42,3
45,1004,398,test,blue,left,42,3
46,995,398,test,blue,left,42,3
47,1010,400,test,blue,left,42,3
48,1007,403,test,blue,left,42,3
49,1009,405,test,blue,left,42,3
50,1033,412,test,blue,left,42,3
51,1038,413,test,blue,left,42,3
52,1056,419,test,blue,left,42,3
53,1079,409,test,blue,left,42,3
54,1080,411,test,blue,left,42,3
55,1095,405,test,blue,left,42,3
56,1125,395,test,blue,left,42,3
57,1124,404,test,blue,left,42,3
58,1143,403,test,blue,left,42,3
59,1162,404,test,blue,left,42,3
60,1192,409,test,blue,left,42,3
61,1198,417,test,blue,left,42,3
62,1218,429,test,blue,left,42,3
63,1237,452,test,blue,left,42,3
64,1233,464,test,blue,left,42,3
65,1246,480,branch_left,blue,left,42,3
66,1256,487,branch_left,blue,left,42,3
67,1270,492,branch_left,blue,left,42,3
68,1283,492,branch_left,blue,left,42,3
69,1298,502,branch_left,blue,left,42,3
70,1311,511,branch_left,blue,left,42,3
71,1320,523,branch_left,blue,left,42,3
72,1324,536,branch_left,blue,left,42,3
73,1336,556,branch_left,blue,left,42,3
74,1348,573,branch_left,blue,left,42,3
75,1359,585,branch_left,blue,left,42,3
76,1382,587,branch_left,blue,left,42,3
77,1398,597,branch_left,blue,left,42,3
78,1409,603,branch_left,blue,left,42,3
79,1411,613,branch_left,blue,left,42,3
80,1415,624,fountain_left,blue,left,42,3
81,1423,646,fountain_left,blue,left,42,3
82,1423,664,fountain_left,blue,left,42,3
83,1418,680,fountain_left,blue,left,42,3
84,1414,685,fountain_left,blue,left,42,3
85,1410,694,fountain_left,blue,left,42,3
86,1410,690,fountain_left,blue,left,42,3
87,1406,690,fountain_left,blue,left,42,3
88,1400,695,fountain_left,blue,left,42,3
89,1392,698,fountain_left,blue,left,42,3
90,1380,705,fountain_left,blue,left,42,3
91,1373,713,fountain_left,blue,left,42,3
92,1378,713,fountain_left,blue,left,42,3
93,1376,711,fountain_left,blue,left,42,3
94,1381,708,fountain_left,blue,left,42,3
95,1380,708,fountain_left,blue,left,42,3
96,1380,707,fountain_left,blue,left,42,3
97,1382,708,fountain_left,blue,left,42,3
98,1384,707,fountain_left,blue,left,42,3
99,1385,707,fountain_left,blue,left,42,3
100,1384,705,fountain_left,blue,left,42,3
101,1382,701,fountain_left,blue,left,42,3
102,1391,697,fountain_left,blue,left,42,3
103,1401,693,fountain_left,blue,left,42,3
104,1411,691,fountain_left,blue,left,42,3
105,1418,685,fountain_left,blue,left,42,3
106,1423,684,fountain_left,blue,left,42,3
108,1420,682,fountain_left,blue,left,42,3
109,1428,672,fountain_left,blue,left,42,3
110,1429,674,fountain_left,blue,left,42,3
111,1421,673,fountain_left,blue,left,42,3
112,1418,676,fountain_left,blue,left,42,3
113,1418,682,fountain_left,blue,left,42,3
114,1412,686,fountain_left,blue,left,42,3
115,1409,697,fountain_left,blue,left,42,3
116,1406,698,fountain_left,blue,left,42,3
117,1402,700,fountain_left,blue,left,42,3
118,1402,702,fountain_left,blue,left,42,3
119,1400,700,fountain_left,blue,left,42,3
120,1400,702,fountain_left,blue,left,42,3
121,1396,703,fountain_left,blue,left,42,3
122,1389,706,fountain_left,blue,left,42,3
123,1388,703,fountain_left,blue,left,42,3
124,1385,706,fountain_left,blue,left,42,3
125,1383,709,fountain_left,blue,left,42,3
126,1377,715,fountain_left,blue,left,42,3
127,1375,714,fountain_left,blue,left,42,3
128,1366,721,fountain_left,blue,left,42,3
129,1370,719,fountain_left,blue,left,42,3
130,1374,715,fountain_left,blue,left,42,3
131,1381,713,fountain_left,blue,left,42,3
132,1382,709,fountain_left,blue,left,42,3
133,1387,703,fountain_left,blue,left,42,3
134,1387,703,fountain_left,blue,left,42,3
135,1404,688,fountain_left,blue,left,42,3
136,1403,690,fountain_left,blue,left,42,3
137,1413,690,fountain_left,blue,left,42,3
138,1406,685,fountain_left,blue,left,42,3
139,1412,684,fountain_left,blue,left,42,3
140,1412,686,fountain_left,blue,left,42,3
141,1406,697,fountain_left,blue,left,42,3
142,1402,705,fountain_left,blue,left,42,3
