t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,810,310,capture,yellow,right,47,2
1,822,319,capture,yellow,right,47,2
2,827,329,capture,yellow,right,47,2
3,824,333,capture,yellow,right,47,2
4,827,338,capture,yellow,right,47,2
5,837,343,capture,yellow,right,47,2
6,848,351,capture,yellow,right,47,2
7,860,363,capture,yellow,right,47,2
8,865,368,gate_test,yellow,right,47,2
9,877,379,gate_test,yellow,right,47,2
10,893,386,gate_test,yellow,right,47,2
11,905,389,gate_test,yellow,right,47,2
12,912,394,gate_test,yellow,right,47,2
13,929,402,gate_test,yellow,right,47,2
14,933,401,gate_test,yellow,right,47,2
15,940,404,gate_test,yellow,right,47,2
16,953,405,gate_test,yellow,right,47,2
17,960,402,gate_test,yellow,right,47,2
18,970,407,gate_test,yellow,right,47,2
19,968,406,gate_test,yellow,right,47,2
20,978,402,test,yellow,right,47,2
21,981,404,test,yellow,right,47,2
22,985,410,test,yellow,right,47,2
23,995,407,test,yellow,right,47,2
24,1008,407,test,yellow,right,47,2
25,1027,405,test,yellow,right,47,2
26,1031,402,test,yellow,right,47,2
27,1026,403,test,yellow,right,47,2
28,1038,402,test,yellow,right,47,2
29,1037,406,test,yellow,right,47,2
30,1044,409,test,yellow,right,47,2
31,1051,412,test,yellow,right,47,2
32,1061,413,test,yellow,right,47,2
33,1066,408,test,yellow,right,47,2
34,1080,404,test,yellow,right,47,2
35,1089,406,test,yellow,right,47,2
36,1098,414,test,yellow,right,47,2
37,1121,407,test,yellow,right,47,2
38,1134,407,test,yellow,right,47,2
39,1154,404,test,yellow,right,47,2
40,1171,403,test,yellow,right,47,2
41,1195,403,test,yellow,right,47,2
42,1208,403,test,yellow,right,47,2
43,1230,397,test,yellow,right,47,2
44,1230,383,test,yellow,right,47,2
45,1218,372,test,yellow,right,47,2
46,1228,357,test,yellow,right,47,2
47,1246,335,branch_right,yellow,right,47,2
48,1253,315,branch_right,yellow,right,47,2
49,1258,295,branch_right,yellow,right,47,2
50,1261,276,branch_right,yellow,right,47,2
51,1276,245,branch_right,yellow,right,47,2
52,1280,223,branch_right,yellow,right,47,2
53,1291,211,branch_right,yellow,right,47,2
54,1301,192,branch_right,yellow,right,47,2
55,1319,179,branch_right,yellow,right,47,2
56,1328,168,branch_right,yellow,right,47,2
57,1331,163,fountain_right,yellow,right,47,2
58,1331,161,fountain_right,yellow,right,47,2
59,1328,163,branch_right,yellow,right,47,2
60,1327,161,fountain_right,yellow,right,47,2
61,1329,154,fountain_right,yellow,right,47,2
62,1332,151,fountain_right,yellow,right,47,2
63,1331,152,fountain_right,yellow,right,47,2
64,1328,150,fountain_right,yellow,right,47,2
65,1329,149,fountain_right,yellow,right,47,2
66,1327,149,fountain_right,yellow,right,47,2
67,1326,150,fountain_right,yellow,right,47,2
68,1330,144,fountain_right,yellow,right,47,2
69,1327,142,fountain_right,yellow,right,47,2
70,1328,143,fountain_right,yellow,right,47,2
71,1336,140,fountain_right,yellow,right,47,2
72,1341,137,fountain_right,yellow,right,47,2
73,1347,131,fountain_right,yellow,right,47,2
74,1350,134,fountain_right,yellow,right,47,2
75,1358,126,fountain_right,yellow,right,47,2
76,1356,126,fountain_right,yellow,right,47,2
77,1355,123,fountain_right,yellow,right,47,2
78,1351,124,fountain_right,yellow,right,47,2
79,1365,121,fountain_right,yellow,right,47,2
80,1363,120,fountain_right,yellow,right,47,2
81,1366,119,fountain_right,yellow,right,47,2
82,1372,114,fountain_right,yellow,right,47,2
83,1363,119,fountain_right,yellow,right,47,2
84,1358,119,fountain_right,yellow,right,47,2
85,1364,120,fountain_right,yellow,right,47,2
86,1356,125,fountain_right,yellow,right,47,2
87,1355,125,fountain_right,yellow,right,47,2
88,1358,118,fountain_right,yellow,right,47,2
89,1356,121,fountain_right,yellow,right,47,2
90,1365,119,fountain_right,yellow,right,47,2
91,1359,125,fountain_right,yellow,right,47,2
92,1370,115,fountain_right,yellow,right,47,2
93,1362,117,fountain_right,yellow,right,47,2
94,1362,116,fountain_right,yellow,right,47,2
95,1363,115,fountain_right,yellow,right,47,2
96,1363,116,fountain_right,yellow,right,47,2
97,1363,115,fountain_right,yellow,right,47,2
