t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,595,325,capture,blue,left,46,1
1,600,317,capture,blue,left,46,1
2,632,289,capture,blue,left,46,1
3,643,296,capture,blue,left,46,1
4,644,295,capture,blue,left,46,1
5,658,281,capture,blue,left,46,1
6,643,282,capture,blue,left,46,1
7,673,279,capture,blue,left,46,1
8,671,281,capture,blue,left,46,1
9,695,272,capture,blue,left,46,1
10,686,274,capture,blue,left,46,1
11,691,269,capture,blue,left,46,1
12,697,271,capture,blue,left,46,1
13,704,270,capture,blue,left,46,1
14,716,268,capture,blue,left,46,1
15,726,276,capture,blue,left,46,1
16,734,284,capture,blue,left,46,1
17,738,310,capture,blue,left,46,1
18,764,295,capture,blue,left,46,1
19,774,304,capture,blue,left,46,1
20,774,304,capture,blue,left,46,1
21,805,326,capture,blue,left,46,1
22,818,344,capture,blue,left,46,1
23,835,347,capture,blue,left,46,1
24,846,360,capture,blue,left,46,1
25,852,375,gate_test,blue,left,46,1
26,865,388,gate_test,blue,left,46,1
27,883,400,gate_test,blue,left,46,1
28,883,409,gate_test,blue,left,46,1
29,909,407,gate_test,blue,left,46,1
30,906,404,gate_test,blue,left,46,1
31,921,408,gate_test,blue,left,46,1
32,916,407,gate_test,blue,left,46,1
33,925,414,gate_test,blue,left,46,1
34,947,411,gate_test,blue,left,46,1
35,978,413,test,blue,left,46,1
36,996,412,test,blue,left,46,1
37,1028,415,test,blue,left,46,1
38,1038,416,test,blue,left,46,1
39,1075,416,test,blue,left,46,1
40,1080,408,test,blue,left,46,1
41,1099,403,test,blue,left,46,1
42,1139,399,test,blue,left,46,1
43,1155,401,test,blue,left,46,1
44,1163,395,test,blue,left,46,1
45,1196,400,test,blue,left,46,1
46,1216,404,test,blue,left,46,1
47,1242,406,test,blue,left,46,1
48,1229,424,test,blue,left,46,1
49,1254,441,test,blue,left,46,1
50,1252,447,test,blue,left,46,1
51,1269,466,branch_left,blue,left,46,1
52,1280,482,branch_left,blue,left,46,1
53,1294,497,branch_left,blue,left,46,1
54,1305,520,branch_left,blue,left,46,1
55,1323,539,branch_left,blue,left,46,1
56,1332,556,branch_left,blue,left,46,1
57,1337,575,branch_left,blue,left,46,1
58,1351,593,branch_left,blue,left,46,1
59,1358,613,branch_left,blue,left,46,1
60,1370,631,branch_left,blue,left,46,1
61,1388,645,fountain_left,blue,left,46,1
62,1392,657,fountain_left,blue,left,46,1
63,1406,666,fountain_left,blue,left,46,1
64,1424,674,fountain_left,blue,left,46,1
65,1434,683,fountain_left,blue,left,46,1
66,1440,689,fountain_left,blue,left,46,1
67,1432,693,fountain_left,blue,left,46,1
68,1423,710,fountain_left,blue,left,46,1
69,1411,717,fountain_left,blue,left,46,1
70,1402,719,fountain_left,blue,left,46,1
71,1389,715,fountain_left,blue,left,46,1
72,1393,719,fountain_left,blue,left,46,1
73,1397,702,fountain_left,blue,left,46,1
74,1402,699,fountain_left,blue,left,46,1
75,1414,698,fountain_left,blue,left,46,1
76,1419,698,fountain_left,blue,left,46,1
77,1425,688,fountain_left,blue,left,46,1
78,1428,685,fountain_left,blue,left,46,1
79,1441,682,fountain_left,blue,left,46,1
80,1462,668,fountain_left,blue,left,46,1
81,1469,662,fountain_left,blue,left,46,1
82,1497,663,fountain_left,blue,left,46,1
83,1498,668,fountain_left,blue,left,46,1
84,1503,677,fountain_left,blue,left,46,1
85,1505,685,fountain_left,blue,left,46,1
86,1500,684,fountain_left,blue,left,46,1
87,1474,674,fountain_left,blue,left,46,1
88,1437,670,fountain_left,blue,left,46,1
89,1416,703,fountain_left,blue,left,46,1
90,1415,699,fountain_left,blue,left,46,1
91,1409,707,fountain_left,blue,left,46,1
92,1404,712,fountain_left,blue,left,46,1
93,1404,711,fountain_left,blue,left,46,1
94,1402,731,fountain_left,blue,left,46,1
95,1400,709,fountain_left,blue,left,46,1
96,1386,713,fountain_left,blue,left,46,1
97,1379,705,fountain_left,blue,left,46,1
98,1371,694,fountain_left,blue,left,46,1
99,1364,682,fountain_left,blue,left,46,1
100,1375,675,fountain_left,blue,left,46,1
101,1347,661,branch_left,blue,left,46,1
102,1348,653,branch_left,blue,left,46,1
103,1331,641,branch_left,blue,left,46,1
104,1326,620,branch_left,blue,left,46,1
105,1320,603,branch_left,blue,left,46,1
106,1318,586,branch_left,blue,left,46,1
107,1289,548,branch_left,blue,left,46,1
108,1290,526,branch_left,blue,left,46,1
109,1284,486,branch_left,blue,left,46,1
110,1265,455,branch_left,blue,left,46,1
111,1252,425,test,blue,left,46,1
112,1217,406,test,blue,left,46,1
113,1187,399,test,blue,left,46,1
114,1171,401,test,blue,left,46,1
115,1150,398,test,blue,left,46,1
116,1123,404,test,blue,left,46,1
117,1087,402,test,blue,left,46,1
118,1046,413,test,blue,left,46,1
119,1031,410,test,blue,left,46,1
120,997,411,test,blue,left,46,1
121,984,422,test,blue,left,46,1
122,959,415,gate_test,blue,left,46,1
123,945,417,gate_test,blue,left,46,1
124,911,414,gate_test,blue,left,46,1
125,902,408,gate_test,blue,left,46,1
126,886,397,gate_test,blue,left,46,1
127,864,390,gate_test,blue,left,46,1
128,843,385,gate,blue,left,46,1
129,814,360,capture,blue,left,46,1
130,793,348,capture,blue,left,46,1
131,790,334,capture,blue,left,46,1
132,734,312,capture,blue,left,46,1
133,695,283,capture,blue,left,46,1
134,701,285,capture,blue,left,46,1
135,669,287,capture,blue,left,46,1
136,655,281,capture,blue,left,46,1
137,641,277,capture,blue,left,46,1
138,673,279,capture,blue,left,46,1
139,691,279,capture,blue,left,46,1
140,709,296,capture,blue,left,46,1
141,739,279,capture,blue,left,46,1
142,758,277,capture,blue,left,46,1
143,787,297,capture,blue,left,46,1
144,800,310,capture,blue,left,46,1
145,812,319,capture,blue,left,46,1
146,819,335,capture,blue,left,46,1
147,795,328,capture,blue,left,46,1
148,795,335,capture,blue,left,46,1
149,766,311,capture,blue,left,46,1
150,755,305,capture,blue,left,46,1
151,719,281,capture,blue,left,46,1
152,691,268,capture,blue,left,46,1
153,675,282,capture,blue,left,46,1
154,638,277,capture,blue,left,46,1
155,629,277,capture,blue,left,46,1
156,652,284,capture,blue,left,46,1
157,687,281,capture,blue,left,46,1
158,683,281,capture,blue,left,46,1
159,680,279,capture,blue,left,46,1
160,703,299,capture,blue,left,46,1
161,703,299,capture,blue,left,46,1
162,768,333,capture,blue,left,46,1
163,776,330,capture,blue,left,46,1
164,810,350,capture,blue,left,46,1
165,830,365,capture,blue,left,46,1
166,866,396,gate_test,blue,left,46,1
167,885,412,gate_test,blue,left,46,1
168,909,412,gate_test,blue,left,46,1
169,920,418,gate_test,blue,left,46,1
170,968,425,gate_test,blue,left,46,1
171,984,426,test,blue,left,46,1
172,981,419,test,blue,left,46,1
173,981,419,test,blue,left,46,1
174,988,424,test,blue,left,46,1
175,961,416,gate_test,blue,left,46,1
176,986,418,test,blue,left,46,1
177,1032,418,test,blue,left,46,1
178,1040,418,test,blue,left,46,1
179,1068,412,test,blue,left,46,1
180,1116,407,test,blue,left,46,1
181,1158,406,test,blue,left,46,1
182,1160,405,test,blue,left,46,1
183,1215,419,test,blue,left,46,1
184,1211,423,test,blue,left,46,1
185,1249,441,test,blue,left,46,1
186,1254,460,test,blue,left,46,1
187,1270,502,branch_left,blue,left,46,1
188,1292,542,branch_left,blue,left,46,1
189,1318,579,branch_left,blue,left,46,1
190,1338,608,branch_left,blue,left,46,1
191,1355,620,branch_left,blue,left,46,1
192,1373,634,branch_left,blue,left,46,1
193,1393,646,fountain_left,blue,left,46,1
194,1402,659,fountain_left,blue,left,46,1
195,1425,680,fountain_left,blue,left,46,1
196,1430,683,fountain_left,blue,left,46,1
197,1437,681,fountain_left,blue,left,46,1
198,1450,678,fountain_left,blue,left,46,1
199,1475,671,fountain_left,blue,left,46,1
200,1451,677,fountain_left,blue,left,46,1
201,1436,701,fountain_left,blue,left,46,1
202,1429,702,fountain_left,blue,left,46,1
203,1399,714,fountain_left,blue,left,46,1
204,1393,736,fountain_left,blue,left,46,1
205,1390,728,fountain_left,blue,left,46,1
206,1390,715,fountain_left,blue,left,46,1
207,1360,704,fountain_left,blue,left,46,1
208,1355,678,fountain_left,blue,left,46,1
209,1346,661,branch_left,blue,left,46,1
210,1330,639,branch_left,blue,left,46,1
211,1325,633,branch_left,blue,left,46,1
212,1319,613,branch_left,blue,left,46,1
213,1351,605,branch_left,blue,left,46,1
214,1333,618,branch_left,blue,left,46,1
215,1358,625,branch_left,blue,left,46,1
216,1361,652,branch_left,blue,left,46,1
217,1383,667,fountain_left,blue,left,46,1
218,1401,685,fountain_left,blue,left,46,1
219,1413,703,fountain_left,blue,left,46,1
220,1425,698,fountain_left,blue,left,46,1
221,1432,693,fountain_left,blue,left,46,1
222,1434,693,fountain_left,blue,left,46,1
223,1428,700,fountain_left,blue,left,46,1
224,1419,711,fountain_left,blue,left,46,1
225,1399,730,fountain_left,blue,left,46,1
226,1392,730,fountain_left,blue,left,46,1
227,1398,712,fountain_left,blue,left,46,1
228,1409,699,fountain_left,blue,left,46,1
229,1436,692,fountain_left,blue,left,46,1
230,1452,672,fountain_left,blue,left,46,1
231,1467,669,fountain_left,blue,left,46,1
232,1496,682,fountain_left,blue,left,46,1
233,1491,690,fountain_left,blue,left,46,1
234,1433,681,fountain_left,blue,left,46,1
235,1404,725,fountain_left,blue,left,46,1
236,1406,708,fountain_left,blue,left,46,1
237,1399,726,fountain_left,blue,left,46,1
238,1387,728,fountain_left,blue,left,46,1
239,1390,732,fountain_left,blue,left,46,1
240,1406,728,fountain_left,blue,left,46,1
241,1408,714,fountain_left,blue,left,46,1
242,1424,693,fountain_left,blue,left,46,1
