t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,825,338,capture,blue,left,56,4
1,835,344,capture,blue,left,56,4
2,842,356,capture,blue,left,56,4
3,842,359,capture,blue,left,56,4
4,841,366,capture,blue,left,56,4
5,841,368,capture,blue,left,56,4
6,842,365,capture,blue,left,56,4
7,843,366,capture,blue,left,56,4
8,843,365,capture,blue,left,56,4
9,844,364,capture,blue,left,56,4
10,846,365,capture,blue,left,56,4
11,848,367,capture,blue,left,56,4
12,843,356,capture,blue,left,56,4
13,842,349,capture,blue,left,56,4
14,846,357,capture,blue,left,56,4
15,849,360,capture,blue,left,56,4
16,827,359,capture,blue,left,56,4
17,834,365,capture,blue,left,56,4
18,834,359,capture,blue,left,56,4
19,834,362,capture,blue,left,56,4
20,833,366,capture,blue,left,56,4
21,833,366,capture,blue,left,56,4
22,835,366,capture,blue,left,56,4
23,835,368,capture,blue,left,56,4
24,844,377,gate,blue,left,56,4
25,845,377,gate,blue,left,56,4
26,837,372,capture,blue,left,56,4
27,838,370,capture,blue,left,56,4
28,840,372,capture,blue,left,56,4
29,842,376,gate,blue,left,56,4
30,840,381,gate,blue,left,56,4
31,843,379,gate,blue,left,56,4
32,839,365,capture,blue,left,56,4
33,843,364,capture,blue,left,56,4
34,848,363,capture,blue,left,56,4
35,850,372,gate_test,blue,left,56,4
36,853,371,gate_test,blue,left,56,4
37,849,358,capture,blue,left,56,4
38,847,359,capture,blue,left,56,4
39,844,362,capture,blue,left,56,4
40,839,364,capture,blue,left,56,4
41,836,367,capture,blue,left,56,4
42,846,379,gate,blue,left,56,4
43,861,396,gate_test,blue,left,56,4
44,875,410,gate_test,blue,left,56,4
45,889,419,gate_test,blue,left,56,4
46,897,430,gate_test,blue,left,56,4
47,896,445,gate_test,blue,left,56,4
48,882,429,gate_test,blue,left,56,4
49,900,440,gate_test,blue,left,56,4
50,910,441,gate_test,blue,left,56,4
51,919,444,gate_test,blue,left,56,4
52,931,447,gate_test,blue,left,56,4
53,948,447,gate_test,blue,left,56,4
54,976,448,test,blue,left,56,4
55,1004,455,test,blue,left,56,4
56,1020,442,test,blue,left,56,4
57,1056,445,test,blue,left,56,4
58,1064,445,test,blue,left,56,4
59,1106,438,test,blue,left,56,4
60,1130,436,test,blue,left,56,4
61,1160,427,test,blue,left,56,4
62,1184,431,test,blue,left,56,4
63,1230,422,test,blue,left,56,4
