t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,582,326,capture,blue,left,14,3
1,582,326,capture,blue,left,14,3
2,671,269,capture,blue,left,14,3
3,682,272,capture,blue,left,14,3
4,704,280,capture,blue,left,14,3
5,687,276,capture,blue,left,14,3
6,697,278,capture,blue,left,14,3
7,695,277,capture,blue,left,14,3
8,690,283,capture,blue,left,14,3
9,699,273,capture,blue,left,14,3
10,698,282,capture,blue,left,14,3
11,689,275,capture,blue,left,14,3
12,694,270,capture,blue,left,14,3
13,702,272,capture,blue,left,14,3
14,720,283,capture,blue,left,14,3
15,724,276,capture,blue,left,14,3
16,714,266,capture,blue,left,14,3
17,727,259,capture,blue,left,14,3
18,735,264,capture,blue,left,14,3
19,744,283,capture,blue,left,14,3
20,744,277,capture,blue,left,14,3
21,746,282,capture,blue,left,14,3
22,747,288,capture,blue,left,14,3
23,748,291,capture,blue,left,14,3
24,746,293,capture,blue,left,14,3
25,748,275,capture,blue,left,14,3
26,736,270,capture,blue,left,14,3
27,732,280,capture,blue,left,14,3
28,731,272,capture,blue,left,14,3
29,729,266,capture,blue,left,14,3
30,731,285,capture,blue,left,14,3
31,724,277,capture,blue,left,14,3
32,730,289,capture,blue,left,14,3
33,730,290,capture,blue,left,14,3
34,742,287,capture,blue,left,14,3
35,755,289,capture,blue,left,14,3
36,763,287,capture,blue,left,14,3
37,764,298,capture,blue,left,14,3
38,769,305,capture,blue,left,14,3
39,781,310,capture,blue,left,14,3
40,802,315,capture,blue,left,14,3
41,813,325,capture,blue,left,14,3
42,819,331,capture,blue,left,14,3
43,820,338,capture,blue,left,14,3
44,821,344,capture,blue,left,14,3
45,826,353,capture,blue,left,14,3
46,836,364,capture,blue,left,14,3
47,834,369,capture,blue,left,14,3
48,847,369,capture,blue,left,14,3
49,855,379,gate_test,blue,left,14,3
50,867,379,gate_test,blue,left,14,3
51,889,394,gate_test,blue,left,14,3
52,893,389,gate_test,blue,left,14,3
53,905,396,gate_test,blue,left,14,3
54,917,400,gate_test,blue,left,14,3
55,919,402,gate_test,blue,left,14,3
56,928,412,gate_test,blue,left,14,3
57,938,414,gate_test,blue,left,14,3
58,929,414,gate_test,blue,left,14,3
59,937,416,gate_test,blue,left,14,3
60,941,414,gate_test,blue,left,14,3
61,979,413,test,blue,left,14,3
62,976,417,test,blue,left,14,3
63,991,431,test,blue,left,14,3
64,991,431,test,blue,left,14,3
65,1039,422,test,blue,left,14,3
66,1058,416,test,blue,left,14,3
67,1059,421,test,blue,left,14,3
68,1097,412,test,blue,left,14,3
69,1100,419,test,blue,left,14,3
70,1123,408,test,blue,left,14,3
71,1136,418,test,blue,left,14,3
72,1140,416,test,blue,left,14,3
73,1152,407,test,blue,left,14,3
74,1174,400,test,blue,left,14,3
75,1188,388,test,blue,left,14,3
76,1176,389,test,blue,left,14,3
77,1182,387,test,blue,left,14,3
78,1187,379,test,blue,left,14,3
79,1179,384,test,blue,left,14,3
80,1191,400,test,blue,left,14,3
81,1181,413,test,blue,left,14,3
82,1197,417,test,blue,left,14,3
83,1201,418,test,blue,left,14,3
84,1207,421,test,blue,left,14,3
85,1199,420,test,blue,left,14,3
86,1204,424,test,blue,left,14,3
87,1220,419,test,blue,left,14,3
88,1233,425,test,blue,left,14,3
89,1236,434,test,blue,left,14,3
90,1260,444,test,blue,left,14,3
91,1256,452,test,blue,left,14,3
92,1255,456,test,blue,left,14,3
93,1255,465,branch_left,blue,left,14,3
94,1246,462,test,blue,left,14,3
95,1242,457,test,blue,left,14,3
96,1252,461,test,blue,left,14,3
97,1246,453,test,blue,left,14,3
98,1249,445,test,blue,left,14,3
99,1254,441,test,blue,left,14,3
100,1261,462,branch_left,blue,left,14,3
101,1255,458,test,blue,left,14,3
102,1260,472,branch_left,blue,left,14,3
103,1258,476,branch_left,blue,left,14,3
104,1272,490,branch_left,blue,left,14,3
105,1277,498,branch_left,blue,left,14,3
106,1282,504,branch_left,blue,left,14,3
107,1293,513,branch_left,blue,left,14,3
108,1299,548,branch_left,blue,left,14,3
109,1286,537,branch_left,blue,left,14,3
110,1290,531,branch_left,blue,left,14,3
111,1294,532,branch_left,blue,left,14,3
112,1293,528,branch_left,blue,left,14,3
113,1296,533,branch_left,blue,left,14,3
114,1299,540,branch_left,blue,left,14,3
115,1306,541,branch_left,blue,left,14,3
116,1313,548,branch_left,blue,left,14,3
117,1321,564,branch_left,blue,left,14,3
118,1327,572,branch_left,blue,left,14,3
119,1336,581,branch_left,blue,left,14,3
120,1350,595,branch_left,blue,left,14,3
121,1361,601,branch_left,blue,left,14,3
122,1385,611,branch_left,blue,left,14,3
123,1385,613,branch_left,blue,left,14,3
124,1378,612,branch_left,blue,left,14,3
125,1387,626,branch_left,blue,left,14,3
126,1390,634,branch_left,blue,left,14,3
127,1391,641,fountain_left,blue,left,14,3
128,1395,645,fountain_left,blue,left,14,3
129,1398,652,fountain_left,blue,left,14,3
130,1400,653,fountain_left,blue,left,14,3
131,1402,656,fountain_left,blue,left,14,3
132,1403,653,fountain_left,blue,left,14,3
133,1406,653,fountain_left,blue,left,14,3
134,1406,653,fountain_left,blue,left,14,3
135,1408,657,fountain_left,blue,left,14,3
136,1409,655,fountain_left,blue,left,14,3
137,1408,657,fountain_left,blue,left,14,3
138,1409,662,fountain_left,blue,left,14,3
139,1395,660,fountain_left,blue,left,14,3
140,1395,661,fountain_left,blue,left,14,3
141,1395,662,fountain_left,blue,left,14,3
142,1395,662,fountain_left,blue,left,14,3
143,1395,662,fountain_left,blue,left,14,3
144,1395,662,fountain_left,blue,left,14,3
145,1395,662,fountain_left,blue,left,14,3
146,1395,662,fountain_left,blue,left,14,3
147,1395,662,fountain_left,blue,left,14,3
148,1395,662,fountain_left,blue,left,14,3
149,1395,662,fountain_left,blue,left,14,3
150,1395,662,fountain_left,blue,left,14,3
151,1395,662,fountain_left,blue,left,14,3
152,1395,662,fountain_left,blue,left,14,3
153,1395,662,fountain_left,blue,left,14,3
154,1395,662,fountain_left,blue,left,14,3
155,1395,662,fountain_left,blue,left,14,3
156,1395,662,fountain_left,blue,left,14,3
157,1395,662,fountain_left,blue,left,14,3
158,1395,662,fountain_left,blue,left,14,3
159,1395,662,fountain_left,blue,left,14,3
160,1395,662,fountain_left,blue,left,14,3
161,1395,662,fountain_left,blue,left,14,3
162,1395,662,fountain_left,blue,left,14,3
163,1395,662,fountain_left,blue,left,14,3
164,1395,662,fountain_left,blue,left,14,3
165,1395,662,fountain_left,blue,left,14,3
166,1395,662,fountain_left,blue,left,14,3
167,1395,662,fountain_left,blue,left,14,3
168,1398,676,fountain_left,blue,left,14,3
169,1397,673,fountain_left,blue,left,14,3
170,1397,674,fountain_left,blue,left,14,3
171,1398,674,fountain_left,blue,left,14,3
172,1398,674,fountain_left,blue,left,14,3
173,1398,674,fountain_left,blue,left,14,3
174,1398,674,fountain_left,blue,left,14,3
175,1398,674,fountain_left,blue,left,14,3
176,1398,674,fountain_left,blue,left,14,3
177,1398,674,fountain_left,blue,left,14,3
178,1398,674,fountain_left,blue,left,14,3
179,1398,674,fountain_left,blue,left,14,3
180,1398,674,fountain_left,blue,left,14,3
181,1398,674,fountain_left,blue,left,14,3
182,1398,674,fountain_left,blue,left,14,3
183,1398,674,fountain_left,blue,left,14,3
184,1398,674,fountain_left,blue,left,14,3
185,1398,674,fountain_left,blue,left,14,3
186,1408,670,fountain_left,blue,left,14,3
187,1410,669,fountain_left,blue,left,14,3
