t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,570,318,capture,blue,right,30,2
1,578,302,capture,blue,right,30,2
2,617,249,capture,blue,right,30,2
3,630,247,capture,blue,right,30,2
4,628,247,capture,blue,right,30,2
5,627,250,capture,blue,right,30,2
6,630,253,capture,blue,right,30,2
7,625,253,capture,blue,right,30,2
8,631,260,capture,blue,right,30,2
9,629,256,capture,blue,right,30,2
10,631,259,capture,blue,right,30,2
11,628,256,capture,blue,right,30,2
12,631,252,capture,blue,right,30,2
13,633,253,capture,blue,right,30,2
14,632,251,capture,blue,right,30,2
15,636,253,capture,blue,right,30,2
16,636,252,capture,blue,right,30,2
17,633,251,capture,blue,right,30,2
18,637,253,capture,blue,right,30,2
19,636,252,capture,blue,right,30,2
20,644,253,capture,blue,right,30,2
21,645,253,capture,blue,right,30,2
22,644,252,capture,blue,right,30,2
23,645,253,capture,blue,right,30,2
24,645,253,capture,blue,right,30,2
25,645,252,capture,blue,right,30,2
26,645,254,capture,blue,right,30,2
27,645,253,capture,blue,right,30,2
28,645,253,capture,blue,right,30,2
29,645,254,capture,blue,right,30,2
30,645,253,capture,blue,right,30,2
31,645,254,capture,blue,right,30,2
32,646,254,capture,blue,right,30,2
33,645,253,capture,blue,right,30,2
34,646,254,capture,blue,right,30,2
35,646,254,capture,blue,right,30,2
36,646,254,capture,blue,right,30,2
37,647,254,capture,blue,right,30,2
38,646,253,capture,blue,right,30,2
39,646,254,capture,blue,right,30,2
40,639,255,capture,blue,right,30,2
41,639,254,capture,blue,right,30,2
42,639,255,capture,blue,right,30,2
43,640,255,capture,blue,right,30,2
44,641,255,capture,blue,right,30,2
45,645,255,capture,blue,right,30,2
46,641,254,capture,blue,right,30,2
47,645,255,capture,blue,right,30,2
48,645,255,capture,blue,right,30,2
49,639,254,capture,blue,right,30,2
50,638,255,capture,blue,right,30,2
51,638,255,capture,blue,right,30,2
52,640,255,capture,blue,right,30,2
53,639,255,capture,blue,right,30,2
54,640,254,capture,blue,right,30,2
55,638,255,capture,blue,right,30,2
56,638,256,capture,blue,right,30,2
57,636,256,capture,blue,right,30,2
58,638,256,capture,blue,right,30,2
59,640,255,capture,blue,right,30,2
60,639,256,capture,blue,right,30,2
61,641,256,capture,blue,right,30,2
62,637,256,capture,blue,right,30,2
63,636,256,capture,blue,right,30,2
64,637,255,capture,blue,right,30,2
65,646,256,capture,blue,right,30,2
66,638,256,capture,blue,right,30,2
67,641,255,capture,blue,right,30,2
68,642,256,capture,blue,right,30,2
69,644,256,capture,blue,right,30,2
70,640,257,capture,blue,right,30,2
71,640,257,capture,blue,right,30,2
72,640,254,capture,blue,right,30,2
73,645,257,capture,blue,right,30,2
74,644,256,capture,blue,right,30,2
75,646,257,capture,blue,right,30,2
76,643,259,capture,blue,right,30,2
77,640,255,capture,blue,right,30,2
78,643,257,capture,blue,right,30,2
