t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
12,844,375,gate,blue,left,66,4
13,844,375,gate,blue,left,66,4
14,844,375,gate,blue,left,66,4
15,868,405,gate_test,blue,left,66,4
16,876,408,gate_test,blue,left,66,4
17,887,417,gate_test,blue,left,66,4
18,900,429,gate_test,blue,left,66,4
19,908,429,gate_test,blue,left,66,4
20,930,429,gate_test,blue,left,66,4
21,935,440,gate_test,blue,left,66,4
22,953,431,gate_test,blue,left,66,4
23,985,441,test,blue,left,66,4
24,1009,428,test,blue,left,66,4
25,1052,449,test,blue,left,66,4
26,1069,436,test,blue,left,66,4
27,1094,437,test,blue,left,66,4
28,1135,431,test,blue,left,66,4
29,1166,427,test,blue,left,66,4
30,1210,415,test,blue,left,66,4
31,1230,395,test,blue,left,66,4
32,1238,371,test,blue,left,66,4
33,1260,343,branch_right,blue,left,66,4
34,1276,305,branch_right,blue,left,66,4
35,1311,268,branch_right,blue,left,66,4
36,1351,244,branch_right,blue,left,66,4
37,1383,213,branch_right,blue,left,66,4
38,1382,183,fountain_right,blue,left,66,4
39,1382,149,fountain_right,blue,left,66,4
40,1382,149,fountain_right,blue,left,66,4
41,1382,149,fountain_right,blue,left,66,4
42,1382,149,fountain_right,blue,left,66,4
43,1382,149,fountain_right,blue,left,66,4
44,1382,149,fountain_right,blue,left,66,4
45,1382,149,fountain_right,blue,left,66,4
46,1382,149,fountain_right,blue,left,66,4
47,1382,149,fountain_right,blue,left,66,4
48,1382,149,fountain_right,blue,left,66,4
49,1382,149,fountain_right,blue,left,66,4
50,1382,149,fountain_right,blue,left,66,4
51,1382,149,fountain_right,blue,left,66,4
52,1382,149,fountain_right,blue,left,66,4
53,1382,149,fountain_right,blue,left,66,4
54,1382,149,fountain_right,blue,left,66,4
55,1382,149,fountain_right,blue,left,66,4
56,1382,149,fountain_right,blue,left,66,4
57,1382,149,fountain_right,blue,left,66,4
58,1382,149,fountain_right,blue,left,66,4
59,1382,149,fountain_right,blue,left,66,4
60,1382,149,fountain_right,blue,left,66,4
61,1382,149,fountain_right,blue,left,66,4
62,1382,149,fountain_right,blue,left,66,4
63,1382,149,fountain_right,blue,left,66,4
64,1382,149,fountain_right,blue,left,66,4
65,1382,149,fountain_right,blue,left,66,4
66,1382,149,fountain_right,blue,left,66,4
67,1382,149,fountain_right,blue,left,66,4
68,1382,149,fountain_right,blue,left,66,4
69,1382,149,fountain_right,blue,left,66,4
70,1415,151,fountain_right,blue,left,66,4
71,1399,157,fountain_right,blue,left,66,4
72,1399,177,fountain_right,blue,left,66,4
73,1395,215,branch_right,blue,left,66,4
74,1388,209,branch_right,blue,left,66,4
75,1363,247,branch_right,blue,left,66,4
76,1350,249,branch_right,blue,left,66,4
77,1322,294,branch_right,blue,left,66,4
78,1320,314,branch_right,blue,left,66,4
79,1308,321,branch_right,blue,left,66,4
80,1273,358,branch_right,blue,left,66,4
81,1269,383,test,blue,left,66,4
82,1257,405,test,blue,left,66,4
83,1260,452,test,blue,left,66,4
84,1276,454,branch_left,blue,left,66,4
85,1289,479,branch_left,blue,left,66,4
86,1293,490,branch_left,blue,left,66,4
87,1314,506,branch_left,blue,left,66,4
88,1331,521,branch_left,blue,left,66,4
89,1340,534,branch_left,blue,left,66,4
90,1344,569,branch_left,blue,left,66,4
91,1354,586,branch_left,blue,left,66,4
92,1386,618,branch_left,blue,left,66,4
93,1396,655,fountain_left,blue,left,66,4
94,1396,655,fountain_left,blue,left,66,4
95,1409,683,fountain_left,blue,left,66,4
96,1409,683,fountain_left,blue,left,66,4
97,1409,683,fountain_left,blue,left,66,4
98,1409,683,fountain_left,blue,left,66,4
99,1409,683,fountain_left,blue,left,66,4
100,1409,683,fountain_left,blue,left,66,4
101,1409,683,fountain_left,blue,left,66,4
102,1409,683,fountain_left,blue,left,66,4
103,1409,683,fountain_left,blue,left,66,4
104,1409,683,fountain_left,blue,left,66,4
105,1409,683,fountain_left,blue,left,66,4
106,1409,683,fountain_left,blue,left,66,4
107,1409,683,fountain_left,blue,left,66,4
108,1409,683,fountain_left,blue,left,66,4
109,1409,683,fountain_left,blue,left,66,4
110,1409,683,fountain_left,blue,left,66,4
111,1409,683,fountain_left,blue,left,66,4
112,1409,683,fountain_left,blue,left,66,4
113,1409,683,fountain_left,blue,left,66,4
114,1409,683,fountain_left,blue,left,66,4
115,1409,683,fountain_left,blue,left,66,4
116,1409,683,fountain_left,blue,left,66,4
117,1409,683,fountain_left,blue,left,66,4
118,1409,683,fountain_left,blue,left,66,4
119,1409,683,fountain_left,blue,left,66,4
120,1409,683,fountain_left,blue,left,66,4
121,1409,683,fountain_left,blue,left,66,4
122,1409,683,fountain_left,blue,left,66,4
123,1409,683,fountain_left,blue,left,66,4
124,1409,683,fountain_left,blue,left,66,4
125,1400,695,fountain_left,blue,left,66,4
126,1400,695,fountain_left,blue,left,66,4
127,1400,695,fountain_left,blue,left,66,4
128,1400,695,fountain_left,blue,left,66,4
129,1405,695,fountain_left,blue,left,66,4
130,1405,695,fountain_left,blue,left,66,4
131,1405,695,fountain_left,blue,left,66,4
132,1405,695,fountain_left,blue,left,66,4
133,1405,695,fountain_left,blue,left,66,4
134,1405,695,fountain_left,blue,left,66,4
135,1401,695,fountain_left,blue,left,66,4
136,1401,695,fountain_left,blue,left,66,4
137,1401,695,fountain_left,blue,left,66,4
138,1401,695,fountain_left,blue,left,66,4
139,1401,695,fountain_left,blue,left,66,4
140,1401,695,fountain_left,blue,left,66,4
141,1401,695,fountain_left,blue,left,66,4
142,1401,695,fountain_left,blue,left,66,4
143,1406,697,fountain_left,blue,left,66,4
144,1406,697,fountain_left,blue,left,66,4
145,1406,697,fountain_left,blue,left,66,4
146,1406,697,fountain_left,blue,left,66,4
147,1406,697,fountain_left,blue,left,66,4
148,1406,697,fountain_left,blue,left,66,4
149,1406,697,fountain_left,blue,left,66,4
150,1406,697,fountain_left,blue,left,66,4
151,1406,697,fountain_left,blue,left,66,4
152,1406,697,fountain_left,blue,left,66,4
153,1406,697,fountain_left,blue,left,66,4
154,1406,697,fountain_left,blue,left,66,4
155,1406,697,fountain_left,blue,left,66,4
156,1406,697,fountain_left,blue,left,66,4
157,1406,697,fountain_left,blue,left,66,4
158,1406,697,fountain_left,blue,left,66,4
159,1406,697,fountain_left,blue,left,66,4
160,1406,697,fountain_left,blue,left,66,4
161,1406,697,fountain_left,blue,left,66,4
162,1406,697,fountain_left,blue,left,66,4
163,1406,697,fountain_left,blue,left,66,4
