t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,653,273,capture,blue,left,26,1
1,653,272,capture,blue,left,26,1
2,678,297,capture,blue,left,26,1
3,664,277,capture,blue,left,26,1
4,660,280,capture,blue,left,26,1
5,652,273,capture,blue,left,26,1
6,641,273,capture,blue,left,26,1
7,648,273,capture,blue,left,26,1
8,672,265,capture,blue,left,26,1
9,645,270,capture,blue,left,26,1
10,639,274,capture,blue,left,26,1
11,642,272,capture,blue,left,26,1
12,642,269,capture,blue,left,26,1
13,632,272,capture,blue,left,26,1
14,631,273,capture,blue,left,26,1
15,630,272,capture,blue,left,26,1
16,630,269,capture,blue,left,26,1
17,628,265,capture,blue,left,26,1
18,629,271,capture,blue,left,26,1
19,622,272,capture,blue,left,26,1
20,620,273,capture,blue,left,26,1
21,621,273,capture,blue,left,26,1
22,621,276,capture,blue,left,26,1
23,625,269,capture,blue,left,26,1
24,630,273,capture,blue,left,26,1
25,637,267,capture,blue,left,26,1
26,637,275,capture,blue,left,26,1
27,638,268,capture,blue,left,26,1
28,647,271,capture,blue,left,26,1
29,655,293,capture,blue,left,26,1
30,673,284,capture,blue,left,26,1
31,676,284,capture,blue,left,26,1
32,663,268,capture,blue,left,26,1
33,654,270,capture,blue,left,26,1
34,651,252,capture,blue,left,26,1
35,662,274,capture,blue,left,26,1
36,667,265,capture,blue,left,26,1
37,668,266,capture,blue,left,26,1
38,671,264,capture,blue,left,26,1
39,673,265,capture,blue,left,26,1
40,675,263,capture,blue,left,26,1
41,675,263,capture,blue,left,26,1
42,671,264,capture,blue,left,26,1
43,666,270,capture,blue,left,26,1
44,655,254,capture,blue,left,26,1
45,656,273,capture,blue,left,26,1
46,656,267,capture,blue,left,26,1
47,647,269,capture,blue,left,26,1
48,644,269,capture,blue,left,26,1
49,638,261,capture,blue,left,26,1
50,641,268,capture,blue,left,26,1
51,636,262,capture,blue,left,26,1
52,634,264,capture,blue,left,26,1
53,627,270,capture,blue,left,26,1
54,631,271,capture,blue,left,26,1
