t.f,x.px,y.px,comp,coul.renforcee,cote.renforce,id.bourdon,essai
0,622,292,capture,blue,right,26,5
1,622,292,capture,blue,right,26,5
2,701,279,capture,blue,right,26,5
3,703,280,capture,blue,right,26,5
4,699,281,capture,blue,right,26,5
5,699,281,capture,blue,right,26,5
6,687,280,capture,blue,right,26,5
7,680,274,capture,blue,right,26,5
8,671,270,capture,blue,right,26,5
9,658,265,capture,blue,right,26,5
10,640,263,capture,blue,right,26,5
11,648,247,capture,blue,right,26,5
12,654,249,capture,blue,right,26,5
13,662,255,capture,blue,right,26,5
14,670,261,capture,blue,right,26,5
15,676,265,capture,blue,right,26,5
16,676,265,capture,blue,right,26,5
17,676,265,capture,blue,right,26,5
18,676,265,capture,blue,right,26,5
19,686,273,capture,blue,right,26,5
20,683,268,capture,blue,right,26,5
21,693,269,capture,blue,right,26,5
22,698,256,capture,blue,right,26,5
23,702,250,capture,blue,right,26,5
24,709,255,capture,blue,right,26,5
25,717,254,capture,blue,right,26,5
26,717,254,capture,blue,right,26,5
27,719,261,capture,blue,right,26,5
28,717,260,capture,blue,right,26,5
29,703,276,capture,blue,right,26,5
30,706,270,capture,blue,right,26,5
31,697,276,capture,blue,right,26,5
32,681,274,capture,blue,right,26,5
33,680,284,capture,blue,right,26,5
34,683,284,capture,blue,right,26,5
35,682,284,capture,blue,right,26,5
36,682,284,capture,blue,right,26,5
37,689,278,capture,blue,right,26,5
38,689,278,capture,blue,right,26,5
39,689,278,capture,blue,right,26,5
40,698,307,capture,blue,right,26,5
41,707,306,capture,blue,right,26,5
42,720,320,capture,blue,right,26,5
43,729,310,capture,blue,right,26,5
44,743,316,capture,blue,right,26,5
45,748,323,capture,blue,right,26,5
46,761,333,capture,blue,right,26,5
47,772,336,capture,blue,right,26,5
48,778,339,capture,blue,right,26,5
49,790,348,capture,blue,right,26,5
50,791,352,capture,blue,right,26,5
51,802,364,capture,blue,right,26,5
52,817,367,capture,blue,right,26,5
53,817,374,capture,blue,right,26,5
54,821,386,gate,blue,right,26,5
55,828,389,gate,blue,right,26,5
56,838,390,gate,blue,right,26,5
57,836,392,gate,blue,right,26,5
58,843,388,gate,blue,right,26,5
59,853,387,gate_test,blue,right,26,5
60,863,388,gate_test,blue,right,26,5
61,861,391,gate_test,blue,right,26,5
62,868,400,gate_test,blue,right,26,5
63,877,408,gate_test,blue,right,26,5
64,893,410,gate_test,blue,right,26,5
65,902,413,gate_test,blue,right,26,5
66,914,412,gate_test,blue,right,26,5
67,927,407,gate_test,blue,right,26,5
68,936,401,gate_test,blue,right,26,5
69,950,408,gate_test,blue,right,26,5
70,959,405,gate_test,blue,right,26,5
71,969,408,gate_test,blue,right,26,5
72,983,405,test,blue,right,26,5
73,998,417,test,blue,right,26,5
74,1009,411,test,blue,right,26,5
75,1015,405,test,blue,right,26,5
76,1038,398,test,blue,right,26,5
77,1049,393,test,blue,right,26,5
78,1068,398,test,blue,right,26,5
79,1079,398,test,blue,right,26,5
80,1100,399,test,blue,right,26,5
81,1103,395,test,blue,right,26,5
82,1110,392,test,blue,right,26,5
83,1135,388,test,blue,right,26,5
84,1151,388,test,blue,right,26,5
85,1154,388,test,blue,right,26,5
86,1176,394,test,blue,right,26,5
87,1193,396,test,blue,right,26,5
88,1200,404,test,blue,right,26,5
89,1210,417,test,blue,right,26,5
90,1197,419,test,blue,right,26,5
91,1220,436,test,blue,right,26,5
92,1221,447,test,blue,right,26,5
93,1247,467,point outside of all zones,blue,right,26,5
94,1237,460,test,blue,right,26,5
95,1256,486,branch_left,blue,right,26,5
96,1258,485,branch_left,blue,right,26,5
97,1279,511,branch_left,blue,right,26,5
98,1287,528,branch_left,blue,right,26,5
99,1286,544,branch_left,blue,right,26,5
100,1288,559,branch_left,blue,right,26,5
101,1293,572,branch_left,blue,right,26,5
102,1293,572,branch_left,blue,right,26,5
103,1314,594,branch_left,blue,right,26,5
104,1328,608,branch_left,blue,right,26,5
105,1344,619,branch_left,blue,right,26,5
106,1354,630,branch_left,blue,right,26,5
107,1368,639,branch_left,blue,right,26,5
108,1382,652,fountain_left,blue,right,26,5
109,1372,657,fountain_left,blue,right,26,5
110,1380,670,fountain_left,blue,right,26,5
111,1376,670,fountain_left,blue,right,26,5
112,1376,670,fountain_left,blue,right,26,5
113,1375,684,fountain_left,blue,right,26,5
114,1375,684,fountain_left,blue,right,26,5
